mehulsbhatt/docker-ovs;1.10.2/Dockerfile
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/scipy/weave/blitz/blitz/mstruct.h
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/statsmodels-0.5.0-py2.7-linux-x86_64.egg/statsmodels/examples/t_est_rlm.pyc
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/numpy/testing/setup.py
seo4ajax/phantomjs-docker;Dockerfile
michaeltchapman/kubernetes;contrib/for-demos/serve_hostname/Dockerfile
plowman/python-mcparseface;models/syntaxnet/tensorflow/tensorflow/tools/dist_test/Dockerfile
William-Yeh/docker-workshop;build-chat-onbuild/Dockerfile.official-0.10.36-onbuild
ntk1000/microservice-sandbox;infra/hubot/Dockerfile
pigri/codeship-tool-examples;3.redis-postgres/Dockerfile
resin-io-library/base-images;node/raspberrypi3/alpine/0.10/slim/Dockerfile
scaleway/image-app-wordpress;Dockerfile
APIBrickwork/REST-API-Adapter;tests/docker-lambda-rest/Dockerfile-restapiadapter
helloannali/CentOS-Dockerfiles;httpd/centos7/Dockerfile
mihail-dev/adop-docker-compose;site/Dockerfile
parleer/docker-wordpress-nginx;Dockerfile
jangaraj/zabbix-community-docker;Dockerfile/zabbix-2.4/container-files-base/etc/nginx/nginx.d/30-gzip.conf
matiasnombarasco/dockerized-magento;docker-images/php/5.5-dev/Dockerfile
shiphitchcock2/sample_node_multiple_dockerfile;foo/Dockerfile
devx/docker;man/Dockerfile
fe11x/dpark;docker/base/Dockerfile
mdinger/ace;demo/kitchen-sink/docs/Dockerfile
shot/docker;contrib/builder/rpm/fedora-21/Dockerfile
ksasi/docker;builder/dockerfile/parser/testfiles/nginx/Dockerfile
owap/fromgit;Dockerfile
calou/compose;Dockerfile
izarov/docker;builder/dockerfile/parser/testfiles/jeztah-invalid-json-json-inside-string/Dockerfile
sirxun/docker;docs/examples/running_ssh_service.Dockerfile
GeertVL/docker;builder/parser/testfiles/cpuguy83-nagios/Dockerfile
SamYaple/kolla;docker/centos/source/swift/swift-object-auditor/Dockerfile
devfreesg/etcd;Godeps/_workspace/src/github.com/bradfitz/http2/Dockerfile
eolamey/docker;builder/parser/testfiles/jeztah-invalid-json-unterminated-bracket/Dockerfile
podsvirov/grpc;tools/dockerfile/distribtest/ruby_fedora22_x64/Dockerfile
zaxbbun/docker;builder/parser/testfiles/jeztah-invalid-json-single-quotes/Dockerfile
SharpLee/docker;contrib/desktop-integration/chromium/Dockerfile
pacoja84/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/jeztah-invalid-json-unterminated-bracket/Dockerfile
Chhunlong/docker;contrib/builder/deb/debian-stretch/Dockerfile
CiscoCloud/spree;guides/Dockerfile
bewest/dokku-alt;tests/apps/acl/Dockerfile
mattf/kubernetes;test/images/port-forward-tester/Dockerfile
Maheshwarione/web;Dockerfile
MeteoGroup/s3mock;docker/Dockerfile
shoque/meanjstest;Dockerfile
SophiaGitHub/hello;builder/parser/testfiles/jeztah-invalid-json-json-inside-string/Dockerfile
casept/dockerfiles;armhf/build/tox-relay/Dockerfile
dan-compton/dgraph;Dockerfile
howenx/docker-conf;nginx/Dockerfile
mikbe/synology_ark;Dockerfile
timlevett/uw-frame;.codenvy/runners/environments/Jetty 9.2  Java 7 - less mem/Dockerfile
vmturbo/kubernetes;examples/https-nginx/Dockerfile
wackyapples/docker;contrib/builder/deb/ubuntu-debootstrap-vivid/Dockerfile
genome21/kubernetes;examples/spark/images/base/Dockerfile
joseihf/coding-events;docker/Dockerfile
abevoelker/docker-ruby;rubies/jruby-1.1.6/Dockerfile
ianmiell/shutit-distro;xmlto/Dockerfile
joostdevries/ember-cli;dev/linux/Dockerfile
merretbuurman/B2HANDLE;docs/Dockerfile
stefanschneider/docker;builder/parser/testfiles/jeztah-invalid-json-unterminated-string/Dockerfile
xinxiaogang/kubernetes;examples/guestbook-go/_src/Dockerfile
asiainfoLDP/datafactory;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/env/Dockerfile
chrislovecnm/kubernetes;test/images/port-forward-tester/Dockerfile
ianmiell/OLD-shutitdist;lzo/Dockerfile
robertabbott/kubernetes;test/images/porter/Dockerfile
streamnsight/kubernetes;test/images/port-forward-tester/Dockerfile
JasonGiedymin/kubernetes;cluster/addons/fluentd-elasticsearch/fluentd-es-image/Dockerfile
anusha-ragunathan/docker;contrib/builder/rpm/oraclelinux-7/Dockerfile
coreos/coreos-kubernetes;multi-node/aws/vendor/github.com/dotcloud/docker/integration-cli/build_tests/TestAdd/SingleFileToRoot/Dockerfile
cpg1111/demo-maestro-app;services/db/Dockerfile
shaded-enmity/dnf-bundle;pyinstaller/Dockerfile.rhel
QuentinPerez/image-debian;jessie/Dockerfile
projectatomic/atomic-site;Dockerfile
randolphjones/captioncast;Dockerfile
vijayabose/docker-magento;config/Dockerfile
vml-jbartlett/JB-DrupalVM;dvm/provisioning/roles/geerlingguy.php-mysql/tests/Dockerfile.centos-6
Jandersolutions/kubernetes;docs/user-guide/liveness/image/Dockerfile
pedro-r-marques/kubernetes;build/build-image/cross/Dockerfile
raffaelespazzoli/kubernetes;test/images/port-forward-tester/Dockerfile
3846masa/YEHD-2015-CTFServer;Dockerfile
pkhanal/openwhisk-nlc-action;Dockerfile
ialexander77/CentOS-Dockerfiles;registry/centos7/Dockerfile
aweiteka/container-runtime-pkging;apps/Dockerfile
ninjasphere/sphere-go-state-service;Dockerfile
tobwiens/proactive-scheduler-dockerfile;7.1.2/Dockerfile
smw/docker;contrib/builder/deb/ubuntu-debootstrap-trusty/Dockerfile
adelez/grpc;tools/dockerfile/distribtest/python_ubuntu1604_x64/Dockerfile
lavab/spamd;Dockerfile
ramr/origin;images/openldap/Dockerfile
Ninir/docker;builder/parser/testfiles/weechat/Dockerfile
dit4c/docker;contrib/host-integration/Dockerfile.min
spf13/docker;builder/parser/testfiles/tf2/Dockerfile
errodr/docker;contrib/host-integration/Dockerfile.dev
syncxplus/php;7.0/alpine/Dockerfile
BenHall/docker;builder/dockerfile/parser/testfiles/docker/Dockerfile
chmouel/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles-negative/env_no_value/Dockerfile
miminar/docker;contrib/desktop-integration/chromium/Dockerfile
yyljlyy/docker;contrib/builder/deb/ubuntu-debootstrap-trusty/Dockerfile
DoraALin/docker;Dockerfile.armhf
mavenugo/docker;builder/parser/testfiles-negative/env_no_value/Dockerfile
rmulley/crawler;Dockerfile
unodba/docker-1;builder/parser/testfiles/brimstone-consuldock/Dockerfile
AtwoodCSB/Docker;docs/sources/examples/apt-cacher-ng.Dockerfile
elennick/meanfgc;Dockerfile
feelobot/machine;Dockerfile
James0tang/docker;docs/examples/running_ssh_service.Dockerfile
MiguelMoll/origin;images/builder/docker/sti-image-builder/Dockerfile
enmand/kubernetes;cluster/images/kubelet/Dockerfile
jtattermusch/grpc;tools/dockerfile/distribtest/ruby_ubuntu1204_x64/Dockerfile
kadinho/dockervel;artisan/Dockerfile
murgatroid99/grpc;templates/tools/dockerfile/test/php_jessie_x64/Dockerfile.template
remie/YouTransfer;Dockerfile
bartuspan/platform;docker/0.5/Dockerfile
aaronlehmann/docker;contrib/builder/rpm/fedora-22/Dockerfile
mattmoor/kubernetes;cluster/addons/fluentd-gcp/fluentd-gcp-image/Dockerfile
nhr/source-to-image;test/integration/images/sti-fake-scripts-no-save-artifacts/Dockerfile
tonytan4ever/canary;docker/dashboard/Dockerfile
aaronlevy/kubernetes;release-0.20.0/examples/hazelcast/Dockerfile
ankushagarwal/docker;contrib/builder/deb/debian-jessie/Dockerfile
mskyttner/ala-docker;cassandra/Dockerfile
ruffsl/docker_images;gazebo/gazebo6/gzweb6/Dockerfile
LuminateWireless/grpc;tools/dockerfile/distribtest/node_wheezy_x64/Dockerfile
NathanMcCauley/docker;contrib/builder/rpm/oraclelinux-6/Dockerfile
Pensu/k8s_ppc_support;docs/user-guide/liveness/image/Dockerfile
commonlisp/kubernetes;Godeps/_workspace/src/github.com/fsouza/go-dockerclient/testing/data/Dockerfile
gemini-project/contrib;dnsmasq/Dockerfile
jimmyjones2/kubernetes;cmd/libs/go2idl/go-to-protobuf/build-image/Dockerfile
mamikonyana/kubernetes;examples/k8petstore/web-server/Dockerfile
mcvidanagama/app-cloud;modules/resources/dockerfiles/tomcat/url/Dockerfile.tomcat.8.5.5
mehulsbhatt/docker-ovs;1.7.0/Dockerfile
michael-holzheu/docker;builder/dockerfile/parser/testfiles/tf2/Dockerfile
nhoag/docker-angularjs;Dockerfile
pastgift/aliyun-sdk-go;Dockerfile
andriistartsev/kubernetes;cluster/mesos/docker/test/Dockerfile
devigned/azure-cli-docker;0.9.7/Dockerfile
janvenstermans/culturelog;Dockerfile
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/apache_libcloud-0.15.1-py2.7.egg/libcloud/test/compute/fixtures/abiquo/vdc_4_vapp_5_needs_sync.xml
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/scipy/sparse/csgraph/__init__.py
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/statsmodels-0.5.0-py2.7-linux-x86_64.egg/statsmodels/api.pyc
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/ipython-2.2.0-py2.7.egg/IPython/extensions/parallelmagic.pyc
OvertimeDog/kubernetes-1.2;test/images/volumes-tester/rbd/Dockerfile
neilellis/rendercat-snapshot;Dockerfile
resin-io-library/base-images;golang/beaglebone-green-wifi/alpine/1.7/edge/Dockerfile
rm-hull/ods-search-appliance;Dockerfile
erikma/ScratchPlus2016Project;Dockerfile
CenturyLinkLabs/docker-aws-cli;Dockerfile
MiCHiLU/docker-deploy-gh-pages;Dockerfile
michael-k/dockerfiles-jfrazelle;lpass/Dockerfile
resin-io-library/buildpack-deps;i386/wheezy/curl/Dockerfile
HewlettPackard/docker-machine-oneview;vendor/github.com/docker/docker/contrib/builder/rpm/amd64/fedora-24/Dockerfile
hoonmin/docker-xpressengine-all-in-one;Dockerfile
atmos/camo;Dockerfile
ozum/flynn;receiver/Dockerfile
inpime/fader;state/app/Production.Dockerfile
mkfifo/ponyc;Dockerfile
m8051/caprica;images/nginx/Dockerfile
myfear/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/lk4d4-the-edge-case-generator/Dockerfile
pikamar/scoop;Dockerfile-dev
spbguru/repo1;Dockerfile
toophy/docker;builder/parser/testfiles/jeztah-invalid-json-json-inside-string/Dockerfile
marcuzy/expert;docker/php/Dockerfile
bryk/kubernetes;cmd/libs/go2idl/go-to-protobuf/build-image/Dockerfile
felayman/docker;contrib/syntax/nano/Dockerfile.nanorc
pacoja84/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/nginx/Dockerfile
studzien/erlang;17.0-rc1/Dockerfile
MFALHI/ci.docker;websphere-liberty/8.5.5/developer/common/Dockerfile
krisdages/docker;vendor/src/github.com/docker/distribution/Dockerfile
sillelien/cyborg;Dockerfile
tatsuhiro-t/grpc;tools/dockerfile/grpc_build_deb/Dockerfile
redapt/kubernetes;test/images/port-forward-tester/Dockerfile
sbusso/kubernetes;cluster/addons/dns/skydns/Dockerfile
amclain/docker-pry;Dockerfile
bspline/kubernetes;docs/user-guide/update-demo/images/nautilus/Dockerfile
cc272309126/docker;contrib/syntax/textmate/Docker.tmbundle/Preferences/Dockerfile.tmPreferences
nghiant2710/docker;contrib/nnp-test/Dockerfile
hodovska/kubernetes;test/images/mount-tester/Dockerfile
Bhupendra2020/ubuntu;saucy/Dockerfile
gabemontero/sti-ruby;2.0/Dockerfile
girishkalele/contrib;exec-healthz/Dockerfile
gluwaile/dockerfiles;lynx/Dockerfile
sdminonne/kubernetes;cluster/images/etcd-empty-dir-cleanup/Dockerfile
Huawei-OSG/kubernetes;test/images/n-way-http/Dockerfile
infoslack/dockerfiles;tor-browser/alpha/Dockerfile
wencan/docker-library;centos-buildpack-deps/6.6/Dockerfile
yukkalabag/kubernetes;examples/spark/images/driver/Dockerfile
CrunchyData/skybridge2;images/skybridge/Dockerfile.centos7
detiber/source-to-image;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/tf2/Dockerfile
chrishiestand/kubernetes;docs/design/clustering/Dockerfile
chrishiestand/kubernetes;examples/guestbook/redis-slave/Dockerfile
learnweb/docker-opencast;Dockerfiles/build/assets/build/distributions/adminworker/scripts/opencast.sh
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/apache_libcloud-0.15.1-py2.7.egg/libcloud/test/dns/fixtures/zerigo/get_zone.xml
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/numpy/lib/info.pyc
poojavade/Genomics_Docker;Dockerfiles/gedlab-khmer-filter-abund/pymodules/python2.7/lib/python/apache_libcloud-0.15.1-py2.7.egg/libcloud/test/compute/test_linode.pyc
torgie/docker-php-generic;Dockerfile
zhenghorse/docker-training;second/tomcat/Dockerfile
GrokSolutions/grok-burnrate;Dockerfile
Molecular-Playground/gateway;Dockerfile
gaocegege/deployment-manager;examples/wordpress/images/nginx/Dockerfile
resin-io-library/base-images;node/ts4900/debian/6.7/slim/Dockerfile
resin-io-library/base-images;node/beaglebone/fedora/0.10/Dockerfile
serenabiodec/stefaniaproject;Dockerfile
raosungang/CentOS-Dockerfiles;registry/centos7/Dockerfile
Haufe-Lexware/docker-templates;api/kong-dashboard/Dockerfile
gradleupdate/girkit-api-server;Dockerfile
codycoggins/angular2-starter-cody;Dockerfile
FredrikWendt/dockerApplicationServer;attic/git/Dockerfile
stefannaglee/docker-registry-manager;Dockerfile
dkvasnicka/cdh5-pseudo-distributed-cluster-docker;Dockerfile
ctmnz/docker;contrib/syntax/textmate/Docker.tmbundle/Syntaxes/Dockerfile.tmLanguage
mnagy/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/ADD-COPY-with-JSON/Dockerfile
unicok/unigo;game/Dockerfile.package
donhcd/docker;integration-cli/build_tests/TestCopy/SingleFileToRoot/Dockerfile
ekuric/docker;contrib/syntax/textmate/Docker.tmbundle/Preferences/Dockerfile.tmPreferences
sirxun/docker;man/Dockerfile.5.md
SamYaple/kolla;docker_templates/swift/swift-base/Dockerfile.j2
jdnieto/origin;Godeps/_workspace/src/k8s.io/kubernetes/examples/k8petstore/redis-master/Dockerfile
spohnan/origin;Godeps/_workspace/src/github.com/docker/docker/builder/parser/testfiles/kartar-entrypoint-oddities/Dockerfile
adirkuhn/thelia;docker/php/Dockerfile
clnperez/docker;builder/dockerfile/parser/testfiles/escape-after-comment/Dockerfile
ghcjs/ghcjs-dom;travis/trusty.Dockerfile
carlanton/docker;docs/examples/mongodb/Dockerfile
ewolinetz/origin;Godeps/_workspace/src/k8s.io/kubernetes/examples/cassandra/image/Dockerfile
leifurhauks/grpc;tools/dockerfile/distribtest/python_centos6_x64/Dockerfile
James0tang/docker;contrib/syntax/textmate/Docker.tmbundle/Syntaxes/Dockerfile.tmLanguage
mnshaw/kubernetes;docs/user-guide/environment-guide/containers/show/Dockerfile
zjmchn/kubernetes;test/images/dnsutils/Dockerfile
andrewpollock/grpc;tools/dockerfile/distribtest/csharp_ubuntu1504_x64/Dockerfile
Frostman/kubernetes;examples/kubectl-container/Dockerfile
andronat/kubernetes;hack/gen-swagger-doc/Dockerfile
cesarfex/redesocial;config/docker/dev/Dockerfile
hpc-training/docker;benchmarks/centos-gcc/Dockerfile
manish-sethi/fabric;images/src/Dockerfile.in
megastef/kubernetes;test/images/volumes-tester/gluster/Dockerfile
nemke/docker-images;centos6/mysql56/Dockerfile
skippbox/kubernetes;cluster/images/kubelet/Dockerfile
WillLuce/TheTrailsOf;Dockerfile
arjones67/kubernetes;examples/phabricator/php-phabricator/Dockerfile
geovanisouza92/flynn;router/example-generator/Dockerfile
ronnielai/kubernetes;cmd/libs/go2idl/go-to-protobuf/build-image/Dockerfile
servicosgoval/docker;logstash/Dockerfile
vjuranek/docker-java;src/main/java/com/github/dockerjava/core/dockerfile/Dockerfile.java
Metaswitch/kubernetes;build/hello-kubernetes/Dockerfile
YuanZhewei/kubernetes;contrib/for-tests/volumes-tester/ceph/Dockerfile
bprashanth/kubernetes;cluster/addons/fluentd-elasticsearch/kibana-image/Dockerfile
denzuko-devops/assets;internal-services/Dockerfile
AlbertoPeon/kubernetes;cluster/addons/fluentd-elasticsearch/kibana-image/Dockerfile
getupcloud/imagepruner;Dockerfile
m1093782566/kubernetes;test/images/netexec/Dockerfile
cloudwalkio/docker-logs;Dockerfile
flyxiao2000/opensources;apcera/c3/shadow_nats/Dockerfile
lhahne/node-mini-server;Dockerfile
ClashTheBunny/kubernetes;contrib/git-sync/demo/hugo/Dockerfile
marun/Fedora-Dockerfiles;registry/Dockerfile
wzyboy/shadowsocks-libev;docker/Dockerfile
JulienBreux/phpunit-docker;5.5.0/Dockerfile
ricardorsierra/dockerfiles;curl/Dockerfile
NewSpring/newspringfuse.com;Dockerfile
xydinesh/CentOS-Dockerfiles;couchdb/centos6/Dockerfile
Accordance/microservice-dojo;kata6/start/accounts-service/docker/Dockerfile.template
dustymabe/Fedora-Dockerfiles;hadoop/multi_container/nodemanager_datanode/Dockerfile
SethCalkins/intuition-plugins;docker/rethinkdb.Dockerfile
caesarxuchao/caesarxuchao.github.io;_v1.0/examples/spark/images/master/Dockerfile
NHSChoices/nhs111-gp-elasticsearch-dockerbase;Dockerfile
Ronmi/ynit;Dockerfile
Xe/PonyAPI;Dockerfile
qorio/omni;etc/docker/openalpr-1.1.0/Dockerfile
caporta/pry;Dockerfile
dsau/docker;contrib/builder/deb/armhf/ubuntu-trusty/Dockerfile
gs11/docker;builder/parser/testfiles/influxdb/Dockerfile
LK4D4/docker;builder/parser/testfiles/brimstone-docker-consul/Dockerfile
pathwar/core;templates/phantomjs/1.9.8-onbuild/Dockerfile
rhuss/docker;builder/dockerfile/parser/testfiles/mumble/Dockerfile
robort/docker;contrib/httpserver/Dockerfile
soltanmm/grpc;tools/dockerfile/distribtest/ruby_fedora20_x64/Dockerfile
dharmit/docker;contrib/builder/deb/ubuntu-debootstrap-wily/Dockerfile
jakedahn/kolla;docker/centos/source/murano/murano-base/Dockerfile
wdxxs2z/docker;builder/parser/testfiles/weechat/Dockerfile
dims/kubernetes;build/debian-iptables/Dockerfile
dtan4/chartroom;Dockerfile
kirankbs/docker;builder/parser/testfiles/escapes/Dockerfile
kubernetes/kops;vendor/k8s.io/kubernetes/test/images/dnsutils/Dockerfile
Kevin2030/docker;contrib/builder/rpm/fedora-21/Dockerfile
chasebolt/docker;docs/examples/apt-cacher-ng.Dockerfile
farss/kubernetes;examples/cassandra/image/Dockerfile
goodwinos/docker;builder/parser/testfiles/multiple-volumes/Dockerfile
gtank/kubernetes;examples/job/work-queue-2/Dockerfile
mimoralea/docker;docs/Dockerfile
nhlfr/kubernetes;test/images/resource-consumer/Dockerfile
Smarties89/Jockle;Dockerfile
asridharan/docker;docs/examples/running_ssh_service.Dockerfile
chrislovecnm/gpmr;pet-race-devops/docker/pet-race-ui/Dockerfile
gonkulator/docker;builder/parser/testfiles/ADD-COPY-with-JSON/Dockerfile
luxas/kube-deploy;imagebuilder/vendor/golang.org/x/net/http2/Dockerfile
smalot/dockerfile;src/Smalot/Docker/Dockerfile/Instruction/AbstractLayer.php
sseago/kubernetes;contrib/for-tests/volumes-tester/gluster/Dockerfile
xiaozi0lei/docker;contrib/syntax/textmate/Docker.tmbundle/Preferences/Dockerfile.tmPreferences
chengjinlee/docker;docs/examples/postgresql_service.Dockerfile
guiyomh/Dockerfile;docker/nginx/debian-7/Dockerfile.jinja2
hyperhq/hypernetes;examples/k8petstore/redis-slave/Dockerfile
mfojtik/kubernetes;test/images/goproxy/Dockerfile
silarsis/drydocker;Dockerfile
toli/docker-alpine;versions/gliderlabs-2.6/Dockerfile
cfpio/callForPapers;backup/Dockerfile
idi-ops/docker-java;openjdk-7/Dockerfile
jpiccari/kubernetes;cluster/addons/dns/skydns/Dockerfile
jsafrane/kubernetes;cluster/addons/fluentd-elasticsearch/kibana-image/Dockerfile
maazkhan/kubernetes;cluster/addons/python-image/Dockerfile
abesto/docker-zipkin;query/Dockerfile
alexandreab/noosfero;config/docker/ci/Dockerfile
cgswong/docker-vault;0.6.0/Dockerfile
corretgecom/kanboard;Dockerfile
projectweekend/seeya;Dockerfile
alex-ionochkin/koding;go/src/vendor/github.com/opencontainers/runc/script/test_Dockerfile
AlexChesser/kubernetes;build/build-image/Dockerfile
AnanyaKumar/kubernetes;examples/meteor/dockerbase/Dockerfile
a-palchikov/kubernetes;hack/boilerplate/boilerplate.Dockerfile.txt
accupara/docker-images;qt/apps/qgvdial/amd64/qt4/Dockerfile
cbednarski/python-demo;Dockerfile
spacediver/dockerfiles;tor-browser/Dockerfile
zuazo/netstat-cookbook;Dockerfile
AkihikoITOH/dockerfiles;t/Dockerfile
jeremy-clerc/kubernetes;test/images/port-forward-tester/Dockerfile
